;Johnny Cash;Willie Nelson;Dolly Parton;Hank Williams;Faith Hill;Dixie Chicks;Garth Brooks;Kenny Rogers;Tim McGraw;Hank Snow;Brooks and Dunn;Lee Hazlewood;Kenny Chesney;Jim Reeves;Roger Miller;Kris Kristofferson;Bob Dylan;Joni Mitchell;Leonard Cohen;Joan Baez;Townes van Zandt;Pete Seeger;Suzanne Vega;Tracy Chapman;Tim Buckley;Steeleye Span;Woody Guthrie;Donovan;Cat Stevens;John Denver;Don McLean;Crosby Stills & Nash;Miles Davis;Dave Brubeck;Billie Holiday;Duke Ellington;Django Reinhardt;Glenn Miller;Ella Fitzgerald;Louis Armstrong;Nat King Cole;Herbie Hancock;Nina Simone;John Coltrane;Charlie Parker;Count Basie;Thelonious Monk;Cannonball Adderley;John Lee Hooker;Muddy Waters;Taj Mahal;John Mayall;Big Bill Broonzy;BB King;Howlin' Wolf;Willie Dixon;Blind Lemon Jefferson;Blind Willie McTell;Mississippi John Hurt;T-Bone Walker;Etta James;Lightnin' Hopkins;Otis Rush;Albert King;James Brown;Marvin Gaye;Otis Redding;Solomon Burke;Sam Cooke;Aretha Franklin;Al Green;The Temptations;The Drifters;Fats Domino;The Supremes;Isaac Hayes;Alicia Keys;Erykah Badu;India Arie;Jill Scott;Iron Maiden;Megadeth;Slayer;Sepultura;Black Sabbath;Anthrax;Alice Cooper;Deep Purple;Def Leppard;AC/DC;Judas Priest;Kiss;Metallica;Pantera;Queensryche;Skid Row;Nirvana;Beck;Smashing Pumpkins;Radiohead;Belle and Sebastian;Alice in Chains;Echo and the Bunnymen;Sonic Youth;Weezer;Pearl Jam;Foo Fighters;Hole;Bush;The Smiths;Depeche Mode;Jane's Addiction;Patti Smith;Sex Pistols;Sid Vicious;Ramones;Bad Religion;The Clash;NoFX;Dead Kennedys;Buzzcocks;Green Day;Blink 182;Sum 41;The Misfits;Rancid;Screeching Weasel;Pennywise;Eminem;Dr. Dre;Public Enemy;Missy Elliot;Cypress Hill;50 Cent;Run DMC;Grandmaster Flash;2Pac;Snoop Dogg;Jay-Z;Busta Rhymes;LL Cool J;DMX;Ice Cube;Mystikal;Aphex Twin;Daft Punk;Kraftwerk;Chemical Brothers;Fatboy Slim;Basement Jaxx;Carl Cox;Moloko;Paul Oakenfold;Prodigy;Armand van Helden;Moby;Massive Attack;Mouse on Mars;Jimi Tenor;Underworld;Bob Marley;Jimmy Cliff;Peter Tosh;Ziggy Marley;Sean Paul;Alpha Blondy;Shaggy;Maxi Priest;Shabba Ranks;UB40;Inner Circle;Desmond Dekker;Capleton;Bounty Killer;Eddy Grant;Black Uhuru;The Rolling Stones;The Animals;The Faces;The Kinks;The Who;Elvis Presley;Chuck Berry;Little Richard;Jerry Lee Lewis;Buddy Holly;Bo Diddley;Bill Haley;Chubby Checker;The Yardbirds;Carl Perkins;Gene Vincent;Madonna;Britney Spears;N'Sync;Justin Timberlake;ABBA;Michael Jackson;Janet Jackson;Prince;Spice Girls;Christina Aguilera;Robbie Williams;Nelly Furtado;Avril Lavigne;Jennifer Lopez;O-Town;Shakira;Wolfgang Amadeus Mozart;Ludwig van Beethoven;Johann Sebastian Bach;Joseph Haydn;Johannes Brahms;Frederic Chopin;Antonin Dvorak;Gustav Mahler;Franz Schubert;Antonio Vivaldi;Richard Wagner;Herbert von Karajan;Yehudi Menuhin;Georg Friedrich Haendel;Tchaikovsky;Giuseppe Verdi
James Brown;0,024252;0,007493;0,00569;0,007423;0,007718;0,002285;0,002996;0,016376;0,002833;0,000963;0;0,038716;0,004241;0,021037;0,016921;0,006617;0,046454;0,018481;0,04651;0,025775;0,011609;0,006353;0,010953;0,217979;0,044258;0,00602;0,017782;0,028263;0,027047;0,01778;0,044092;0,038616;0,050784;0,03294;0,096348;0,046538;0,027177;0,030325;0,103161;0,107922;0,083769;0,277907;0,320628;0,032582;0,04929;0,052803;0,031771;0,040883;0,141941;0,145634;0,168009;0,12879;0,131863;0,14429;0,157932;0,144671;0,12503;0,124901;0,120478;0,177072;0,422154;0,132787;0,127692;0,214803;1;0,790291;0,677842;0,662208;0,640581;0,605337;0,849591;0,702985;0,434813;0,233354;0,449698;0,954371;0,456862;0,562843;0,532841;0,511388;0,005923;0,002311;0,001165;0,000632;0,017227;0,001863;0,027254;0,032571;0,027201;0,028491;0,005489;0,026458;0,009224;0,00215;0,011637;0,012915;0,016076;0,02758;0,017235;0,016793;0,004401;0,01259;0,001802;0,011274;0,025391;0,018695;0,029597;0,01425;0,021044;0,013163;0,007974;0,040618;0,027285;0,011692;0,00977;0,016773;0,006661;0,016535;0,004997;0,003728;0,007922;0,019668;0,00947;0,013185;0,001912;0,004414;0,002112;0,005579;0,002256;0,001165;0,001171;0,280892;0,002345;0,008513;0,001862;0,050655;0,005534;0,00709;0,008829;0,005969;0,029214;0,001789;0,004973;0,038213;0,000272;0,014946;0,001746;0;0,015882;0,015682;0,001462;0,002682;0,002569;0,001297;0,008866;0,004972;0,000629;0,000561;0,094395;0,002887;0,004366;0,028525;0,005848;0,007706;0,029781;0,000135;0,039935;0,020684;0,004461;0,00593;0,001476;0,019472;0;0;0,007891;0,000384;0,068326;0,078371;0,023265;0,045491;0,044409;0,066287;0,084908;0,106105;0,03661;0,048842;0,330953;0,020061;0,052291;0,084327;0,019102;0,019977;0,013037;0,014083;0,005618;0,097513;0,024084;0,314903;0,223767;0,723556;0,009072;0,178056;0,02471;0,030461;0,022769;0,059879;0,01282;0,015925;0,001181;0,001239;0,000443;0;0,000465;0;0;0,000267;0,000402;0,001035;0,000325;0,000262;0,001503;0,001953;0;0,000532
Marvin Gaye;0,014193;0,008037;0,010622;0,006689;0,015899;0,008045;0,005468;0,021199;0,004477;0,001891;0;0,040823;0,004264;0,028867;0,023788;0,010596;0,026097;0,02186;0,021046;0,024214;0,010525;0,009434;0,023733;0,290507;0,039336;0,00479;0,009453;0,033504;0,031811;0,025163;0,050271;0,066098;0,019995;0,016209;0,04516;0,019785;0,014123;0,022074;0,078212;0,076212;0,053517;0,120742;0,360159;0,015834;0,019375;0,021512;0,015359;0,016585;0,022521;0,032921;0,057939;0,023163;0,017057;0,019245;0,039966;0,027583;0,015398;0,015062;0,015022;0,062715;0,436227;0,016421;0,016624;0,100966;0,790291;1;0,862045;0,792333;0,837473;0,754874;0,921983;0,961777;0,614359;0,168701;0,807311;0,869753;0,628375;0,681952;0,726522;0,636492;0,001612;0,000535;0,000528;0;0,010345;0,000586;0,014908;0,020793;0,012827;0,013514;0,003639;0,014674;0,001859;0,000346;0,000413;0,004368;0,00081;0,011799;0,001116;0,000868;0,005751;0,000492;0,001983;0,000762;0,002709;0,00115;0,001018;0,000958;0,000371;0,007575;0,005683;0,008368;0,012368;0,008668;0,0124;0,011519;0,000421;0,007529;0,000384;0,001162;0,003251;0,002954;0,000752;0,000576;0,002104;0,000263;0,000646;0,000248;0,004137;0,001333;0,000996;0,11436;0,00048;0,013045;0,002048;0,022;0,007339;0,005166;0,013232;0,008757;0,044007;0,002663;0,002373;0,037893;0,000149;0,005258;0,002319;0;0,005273;0,009149;0,000054;0,003583;0,000887;0,000497;0,003045;0,007924;0,00239;0,000617;0,040231;0,000489;0,002205;0,038853;0,008306;0,002852;0,046047;0,000148;0,064346;0,039079;0,006121;0,011641;0,002166;0,026168;0;0;0,014837;0,00007;0,0339;0,061201;0,032914;0,039673;0,031766;0,062103;0,038087;0,1133;0,033429;0,049834;0,243343;0,013974;0,065635;0,04139;0,013207;0,021118;0,0357;0,040879;0,030908;0,164267;0,052084;0,293449;0,320946;0,507331;0,03451;0,266158;0,043951;0,0671;0,02246;0,108056;0,0394;0,027636;0;0;0;0;0;0;0;0;0;0;0;0;0,000827;0;0;0
Otis Redding;0,030501;0,013627;0,011009;0,01355;0,005676;0,002658;0,004081;0,040109;0,004311;0,00128;0;0,093553;0,002807;0,058025;0,056146;0,007974;0,073893;0,022948;0,065608;0,084939;0,016847;0,012344;0,00932;0,308616;0,05876;0,003002;0,029357;0,106167;0,030216;0,025265;0,043422;0,10484;0,043815;0,027217;0,1389;0,052302;0,019422;0,037938;0,142792;0,159881;0,13529;0,043154;0,461379;0,025115;0,044022;0,041837;0,024361;0,039886;0,241391;0,245858;0,275172;0,222971;0,225493;0,240808;0,262854;0,24209;0,215019;0,214142;0,20716;0,28973;0,615337;0,228321;0,217664;0,333677;0,677842;0,862045;1;0,942694;0,947198;0,858314;0,891546;0,808788;0,755685;0,382075;0,766291;0,767466;0,608743;0,665155;0,765408;0,626345;0,002593;0,001061;0,000877;0,000147;0,010497;0,001006;0,016431;0,024197;0,013805;0,017058;0,00377;0,014772;0,003826;0,000976;0,002621;0,004814;0,004641;0,009807;0,005544;0,004264;0,002048;0,003495;0;0,003268;0,00747;0,005539;0,007802;0,004177;0,005054;0,003477;0,001898;0,007519;0,011045;0,003128;0,000697;0,006797;0,002033;0,0069;0,00169;0,001301;0,001682;0,006031;0,00284;0,003166;0,000668;0,001388;0,000887;0,001639;0,002154;0,00103;0,000805;0,016341;0,001206;0,009783;0,003249;0,003368;0,006898;0,00223;0,010021;0,007676;0,031294;0,001408;0,000819;0,032629;0,000053;0,00097;0,00014;0;0,001167;0,001912;0;0,000613;0,000117;0,000919;0,000657;0,00246;0,000133;0,000163;0,011348;0,000258;0,001916;0,042293;0,007992;0,000571;0,028586;0;0,045055;0,01771;0,006473;0,002901;0,000491;0,036832;0;0;0,005712;0,000074;0,115159;0,187986;0,011601;0,126125;0,079405;0,121838;0,146354;0,176999;0,08445;0,096248;0,468362;0,029815;0,185432;0,192345;0,041371;0,051451;0,008648;0,011122;0,006537;0,108312;0,017978;0,206404;0,270419;0,328863;0,00776;0,234027;0,021444;0,031885;0,009203;0,057516;0,012124;0,008377;0;0;0;0;0;0;0;0;0;0;0;0;0,001311;0;0;0
Solomon Burke;0,061605;0,04019;0,031939;0,042575;0,031126;0,031287;0,036342;0,042444;0,037852;0,031404;0,023705;0,069286;0,035949;0,046052;0,041067;0,032313;0,074934;0,018203;0,098359;0,040318;0,038834;0,013008;0,005605;0,306335;0,047128;0,008425;0,056569;0,02235;0,015748;0,034424;0,020718;0,019355;0,062881;0,031071;0,192837;0,068137;0,020794;0,018356;0,170642;0,179271;0,130161;0,040816;0,495333;0,030772;0,063189;0,057492;0,030057;0,056559;0,400884;0,408552;0,439416;0,355604;0,388973;0,414195;0,430475;0,403471;0,370342;0,370932;0,357366;0,451717;0,691581;0,392096;0,372669;0,498161;0,662208;0,792333;0,942694;1;0,873918;0,856038;0,864102;0,692573;0,560189;0,42645;0,606209;0,733976;0,606289;0,652081;0,741847;0,615169;0,003519;0,00144;0,000696;0,000427;0,008457;0,001125;0,014104;0,017884;0,01414;0,017531;0,00261;0,013114;0,005819;0,001419;0,00762;0,006935;0,010795;0,014117;0,011548;0,011509;0,002916;0,008432;0;0,007464;0,017093;0,012702;0,019948;0,009507;0,01422;0,006313;0,003372;0,016111;0,014557;0,004583;0,001487;0,00724;0,004433;0,008552;0,003342;0,002102;0,004112;0,013152;0,006496;0,00885;0,000216;0,003027;0,001323;0,00375;0,001174;0,000999;0,00042;0,009503;0,001538;0,009777;0,00105;0,001813;0,006686;0,002107;0,010446;0,007557;0,034951;0,00178;0,000447;0,031454;0,000153;0,00094;0,000204;0;0,001508;0,000954;0;0,000162;0,00017;0,000636;0,000255;0,002062;0,000387;0,000237;0,00923;0,000563;0,00226;0,039195;0,007669;0,000869;0,03451;0;0,048384;0,020245;0,006392;0,001444;0,000476;0,025499;0;0;0,003083;0,000216;0,090429;0,087789;0,003748;0,025571;0,023512;0,058616;0,161667;0,115889;0,031855;0,031793;0,594238;0,01071;0,038819;0,148773;0,03279;0,010125;0,001597;0,003449;0;0,114309;0,00271;0,191458;0,273035;0,310305;0,001287;0,230101;0,019932;0,029342;0,012613;0,062412;0,005412;0,006018;0;0;0;0;0;0;0;0;0;0;0;0;0,000424;0;0,000851;0
Sam Cooke;0,025449;0,014893;0,018146;0,0168;0,01906;0,009573;0,007432;0,055823;0,005327;0,003171;0;0,101189;0,005361;0,075516;0,071679;0,016839;0,045203;0,029595;0,038442;0,050018;0,018717;0,016705;0,030302;0,31934;0,054307;0,003496;0,019964;0,077013;0,042071;0,04156;0,058115;0,192829;0,015526;0,011856;0,073844;0,02705;0,010547;0,046838;0,103512;0,122986;0,119665;0,020192;0,409378;0,010918;0,015793;0,017025;0,010376;0,014592;0,070468;0,078647;0,105494;0,064333;0,059763;0,062053;0,089671;0,07342;0,057229;0,055461;0,055655;0,117551;0,518103;0,061076;0,056476;0,159044;0,640581;0,837473;0,947198;0,873918;1;0,837366;0,893981;0,786561;0,768309;0,309894;0,722546;0,759859;0,661248;0,687983;0,777987;0,649807;0,002109;0,001295;0,001135;0,000149;0,007777;0,001259;0,012942;0,016284;0,011213;0,012039;0,002737;0,011608;0,00378;0,001178;0,002664;0,004364;0,004862;0,0151;0,006235;0,004828;0,007157;0,003628;0;0,003641;0,009305;0,005699;0,008477;0,004696;0,005337;0,00586;0,004072;0,00707;0,017192;0,002588;0,000992;0,005814;0,00226;0,005799;0,001924;0,001396;0,001933;0,00821;0,003291;0,003713;0,000905;0,001623;0,001318;0,0018;0,005404;0,001654;0,00107;0,003322;0,001484;0,013897;0,004403;0,001331;0,00818;0,003739;0,013709;0,009288;0,042327;0,002614;0,000989;0,033999;0,000054;0,000986;0,000427;0;0,001186;0,005652;0;0,002888;0,000357;0,001268;0,001002;0,007164;0,000135;0,000498;0,004463;0,000525;0,002286;0,041841;0,008284;0,000249;0,044126;0,00008;0,064645;0,038079;0,006579;0,009404;0,001912;0,033914;0;0;0,015506;0,000151;0,056304;0,136518;0,007861;0,077063;0,04598;0,149176;0,100646;0,210561;0,110717;0,149197;0,329213;0,05217;0,177966;0,088216;0,051048;0,082626;0,037533;0,044842;0,03322;0,165477;0,049018;0,23324;0,327824;0,331201;0,036878;0,280704;0,049782;0,070686;0,02877;0,106797;0,044065;0,032007;0;0,001383;0;0;0,002826;0;0;0,00284;0,002458;0;0,002001;0;0,001777;0;0,000893;0,001956
Aretha Franklin;0,021439;0,007003;0,13441;0,009121;0,151487;0,141542;0,001105;0,017609;0,000941;0,000223;0;0,057614;0,002763;0,030333;0,021954;0,00236;0,046987;0,199668;0,057333;0,167951;0,011738;0,004263;0,247231;0,501482;0,062851;0,021474;0,024715;0,030787;0,014603;0,012517;0,026005;0,060232;0,318433;0,296924;0,501334;0,311937;0,258521;0,232856;0,519781;0,400486;0,349684;0,2907;0,779417;0,295094;0,304079;0,290726;0,288737;0,305063;0,269885;0,25313;0,268101;0,215847;0,22328;0,297452;0,25844;0,275453;0,212824;0,212597;0,205163;0,281582;0,845708;0,226135;0,21697;0,313609;0,605337;0,754874;0,858314;0,856038;0,837366;1;0,820597;0,686675;0,560697;0,342939;0,723836;0,694528;0,736721;0,838439;0,790252;0,78681;0,002544;0,00151;0,001036;0,000273;0,007159;0,001365;0,012211;0,015073;0,012812;0,013441;0,002285;0,012327;0,004537;0,001302;0,005269;0,007003;0,007355;0,011202;0,008649;0,007364;0,006238;0,005728;0,001946;0,009307;0,012093;0,008401;0,013421;0,139953;0,009153;0,00874;0,005822;0,011203;0,18613;0,005401;0,004854;0,008181;0,003302;0,007635;0,002572;0,00208;0,003802;0,009745;0,00448;0,005876;0,002272;0,00219;0,00133;0,002678;0,002561;0,001157;0,001322;0,009099;0,001531;0,010151;0,003015;0,004052;0,006722;0,002535;0,01047;0,007576;0,03399;0,001761;0,000808;0,032456;0,000098;0,00096;0,00117;0;0,001324;0,007096;0;0,127357;0,002665;0,000975;0,00061;0,003826;0,003024;0,000303;0,114155;0,00048;0,0017;0,037979;0,00749;0,00053;0,031689;0,000073;0,047245;0,022546;0,005667;0,006331;0,001139;0,026426;0;0;0,007984;0,000138;0,066709;0,09074;0,010767;0,040403;0,028844;0,071715;0,114017;0,123321;0,044371;0,055513;0,416591;0,017173;0,078645;0,10789;0,025617;0,025268;0,152875;0,140443;0,012133;0,112929;0,056144;0,198368;0,416733;0,306387;0,128718;0,405944;0,025991;0,213056;0,169947;0,198158;0,018548;0,16016;0,001275;0,001337;0,000479;0;0,000502;0;0;0,000288;0,000434;0,001117;0,000351;0,000283;0,002028;0,002109;0;0,000574
Al Green;0,010558;0,006814;0,009024;0,006247;0,004576;0,002611;0,001719;0,021287;0,000684;0,001051;0;0,038295;0,001462;0,022199;0,015591;0,008409;0,018907;0,022358;0,026433;0,013953;0,008592;0,005079;0,009819;0,304477;0,040867;0,013024;0,011448;0,011218;0,033949;0,028257;0,0753;0,045425;0,059738;0,051182;0,095774;0,058476;0,044232;0,047623;0,124721;0,124484;0,092933;0,157812;0,427196;0,050942;0,057672;0,057825;0,049647;0,054446;0,076089;0,085085;0,110752;0,065303;0,066752;0,078865;0,094925;0,082612;0,062384;0,062175;0,060536;0,121803;0,518939;0,066546;0,063977;0,163059;0,849591;0,921983;0,891546;0,864102;0,893981;0,820597;1;0,824826;0,587077;0,220475;0,649793;0,933294;0,653994;0,731435;0,773814;0,683289;0,00015;0,000787;0,000806;0;0,008566;0,000861;0,009808;0,017816;0,004144;0,00833;0,001867;0,012048;0,000967;0,000555;0,000442;0,002696;0,00065;0,009035;0,001789;0,000109;0,001294;0,000451;0,00212;0,001086;0,001363;0,000615;0,000884;0,000832;0,00005;0,004805;0,003624;0,008584;0,017567;0,027506;0,046536;0,028098;0,000642;0,009793;0,000615;0,002339;0,010058;0,001415;0,000574;0,000123;0,002475;0,000421;0,000552;0,000398;0,001769;0,001425;0,001315;0,118951;0,00077;0,011549;0,003285;0,023141;0,007381;0,00479;0,012616;0,008745;0,043495;0,002352;0,002433;0,039976;0;0,004836;0,006729;0;0,004851;0,005622;0;0,00062;0,000059;0,000796;0,002724;0,001882;0;0,000082;0,053962;0,000065;0,002105;0,042513;0,009839;0,002967;0,04281;0,000079;0,057098;0,030682;0,006174;0,005945;0,002233;0,026097;0;0;0,006286;0;0,024813;0,038664;0,08601;0,007952;0,016914;0,049211;0,043743;0,116357;0,026251;0,04143;0,311389;0,009915;0,047447;0,027416;0,012793;0,017559;0,010547;0,012593;0,006608;0,136065;0,081297;0,277855;0,31287;0,517952;0,00841;0,253966;0,014499;0,040786;0,004981;0,085243;0,012034;0,007573;0;0;0;0;0;0;0;0;0;0;0;0;0,001326;0;0;0
The Temptations;0,024257;0,006687;0,011379;0,007425;0,018519;0,00751;0,002515;0,048444;0,0025;0,00027;0;0,075798;0,005823;0,062606;0,0577;0,005228;0,048282;0,021789;0,020195;0,043823;0,001454;0,006065;0,016702;0,256594;0,043173;0,009513;0,00443;0,073118;0,04746;0,037856;0,08123;0,164548;0,025071;0,021929;0,059675;0,030551;0,020324;0,049393;0,089925;0,105608;0,103822;0,114315;0,336034;0,020959;0,023944;0,027074;0,020326;0,021511;0,026514;0,031604;0,05699;0,034561;0,014504;0,018631;0,029809;0,021322;0,015304;0,013332;0,015033;0,044482;0,390899;0,016381;0,018021;0,073811;0,702985;0,961777;0,808788;0,692573;0,786561;0,686675;0,824826;1;0,68299;0,179169;0,873863;0,772026;0,55683;0,609216;0,649257;0,568453;0,007452;0,002332;0,00128;0,000621;0,027093;0,001897;0,040481;0,051964;0,036223;0,040147;0,009039;0,037767;0,010597;0,002269;0,011074;0,013524;0,016774;0,022559;0,017447;0,019478;0,013633;0,012757;0;0,014151;0,028812;0,01924;0,030241;0,014921;0,021191;0,01577;0,007173;0,029956;0,028666;0,015677;0,013085;0,023204;0,006711;0,021698;0,005142;0,004094;0,009212;0,021343;0,0096;0,013479;0,000564;0,004517;0,002539;0,005652;0,004948;0,001512;0,000995;0,102198;0,002521;0,012274;0,002746;0,018027;0,006753;0,005323;0,012251;0,007928;0,038426;0,002639;0,002467;0,034358;0,000534;0,005627;0,002013;0,000181;0,006357;0,009057;0,000048;0,003484;0,00104;0,00122;0,002777;0,009947;0,00281;0,001103;0,038459;0,00131;0,005349;0,035334;0,007289;0,003238;0,04134;0;0,057622;0,035946;0,005264;0,010271;0,002488;0,028878;0;0;0,010754;0,000315;0,089406;0,15418;0,042486;0,108715;0,087609;0,152507;0,091321;0,176416;0,103889;0,135388;0,207717;0,049843;0,16201;0,102649;0,041391;0,069859;0,031787;0,03672;0,027621;0,144594;0,05841;0,265401;0,285819;0,460388;0,031372;0,23951;0,046995;0,058659;0,037983;0,096464;0,038874;0,029611;0,001161;0,001218;0,000436;0;0,000457;0;0;0,000262;0,000396;0,001017;0,00032;0,000257;0,001847;0,001921;0;0,000523
The Drifters;0,022963;0,014802;0,027803;0,019605;0,03682;0,017954;0,007501;0,113709;0,008938;0,001562;0;0,186991;0,008708;0,152382;0,153516;0,009027;0,059593;0,022714;0,016707;0,128695;0,001192;0,014065;0,033802;0,184169;0,058707;0,006065;0,006637;0,208697;0,052563;0,056141;0,077114;0,390009;0,001191;0,004916;0,058589;0,022947;0,004911;0,080019;0,080836;0,133397;0,183181;0,007115;0,251543;0,000957;0,001795;0,007044;0,000573;0,001306;0,028846;0,021921;0,041042;0,037613;0,008722;0,00571;0,036489;0,023105;0,010965;0,00621;0,010895;0,068888;0,352875;0,01164;0,009676;0,096307;0,434813;0,614359;0,755685;0,560189;0,768309;0,560697;0,587077;0,68299;1;0,425977;0,735282;0,483875;0,392196;0,394544;0,448456;0,371889;0,001747;0,001573;0,001343;0,000198;0,005067;0,001512;0,009677;0,01477;0,008688;0,008627;0,001555;0,009112;0,003936;0,001438;0,005589;0,004512;0,005962;0,009614;0,007865;0,006688;0,013623;0,004557;0;0,004824;0,013201;0,007006;0,011143;0,00618;0,007138;0,009514;0,00742;0,008818;0,009679;0,003919;0,003523;0,006526;0,002867;0,00554;0,002413;0,001704;0,003301;0,012293;0,004514;0,005412;0,001049;0,00201;0,001931;0,002296;0,009427;0,001242;0,001418;0,002201;0,001795;0,0124;0,005105;0,001428;0,005343;0,003866;0,010145;0,006769;0,024243;0,002268;0,001379;0,020081;0,000071;0,001741;0,001227;0,000289;0,002009;0,011547;0;0,006079;0,00071;0,001547;0,00177;0,013569;0,000179;0,000989;0,001191;0,000957;0,001234;0,027723;0,004743;0,000274;0,026891;0;0,050049;0,037717;0,004154;0,018798;0,003856;0,04173;0;0;0,027802;0,0001;0,125037;0,323483;0,007813;0,240325;0,126713;0,29579;0,174719;0,338204;0,242272;0,308345;0,274958;0,136768;0,446672;0,218731;0,12721;0,20038;0,076453;0,084687;0,070433;0,146561;0,104659;0,192273;0,225239;0,227726;0,076128;0,211083;0,087745;0,088831;0,055997;0,103624;0,085361;0,055954;0;0,003667;0;0;0,007489;0;0;0,007527;0,006514;0;0,005303;0;0,002229;0;0,000591;0,005184
Fats Domino;0,058964;0,015517;0,008472;0,032233;0,006364;0,001214;0,002548;0,061001;0,003266;0,002718;0;0,126957;0,00442;0,072595;0,072498;0,005952;0,109558;0,028349;0,132551;0,055929;0,027866;0,009895;0,005833;0,040125;0,052676;0,007081;0,059591;0,053582;0,035922;0,036378;0,061719;0,199508;0,20947;0,173404;0,370054;0,231093;0,138602;0,160889;0,295695;0,360137;0,360198;0,156447;0,338164;0,163492;0,203519;0,20095;0,169773;0,196816;0,574303;0,5486;0,549395;0,499085;0,533753;0,595244;0,588081;0,585191;0,51016;0,50818;0,491063;0,61585;0,559916;0,541583;0,513414;0,643623;0,233354;0,168701;0,382075;0,42645;0,309894;0,342939;0,220475;0,179169;0,425977;1;0,163009;0,135025;0,069476;0,082042;0,02549;0,079967;0,007255;0,002828;0,001487;0,000783;0,019963;0,002269;0,03477;0,040143;0,030957;0,049046;0,006458;0,037494;0,011466;0,002764;0,033454;0,016898;0,020067;0,022378;0,021724;0,020743;0,004093;0,0157;0;0,013836;0,031348;0,023307;0,036779;0,017745;0,026048;0,011256;0,005899;0,028514;0,028101;0,009303;0,002834;0,015598;0,008293;0,018294;0,006303;0,004093;0,007649;0,024101;0,011765;0,016219;0,000593;0,005548;0,002546;0,006988;0,002107;0,000975;0,00099;0;0,003044;0,002752;0,002885;0,000498;0,001264;0,001708;0,002519;0,001095;0,007101;0,00106;0,000682;0,006282;0,000281;0,001033;0,000373;0;0,002073;0,001968;0;0,000297;0,000312;0,001443;0,000175;0,003897;0,000709;0,000435;0,055605;0,001032;0,00466;0,00161;0,000264;0,000869;0,009688;0;0,009533;0,010434;0,000447;0,002611;0,000872;0,007463;0;0;0,004575;0,000397;0,172742;0,214257;0,012878;0,075673;0,064288;0,514455;0,649614;0,608391;0,510758;0,487139;0,844865;0,523761;0,444946;0,244026;0,398871;0,417919;0,003291;0,004049;0;0,02565;0,024936;0,014993;0,037732;0,039688;0,001071;0,028922;0,018068;0,007601;0,023031;0,021326;0,006901;0,011028;0,005437;0,00384;0,001227;0;0,00252;0,010039;0;0,000207;0,007481;0,000802;0,000252;0,000203;0,001747;0,001514;0;0,000412
The Supremes;0,01535;0,009015;0,131961;0,006913;0,169538;0,141565;0,004172;0,049315;0,002935;0,000181;0;0,106202;0,008734;0,07679;0,077252;0,003321;0,047818;0,158637;0,014551;0,215388;0,000687;0,008397;0,247;0,421274;0,050106;0,019969;0,003166;0,150298;0,038433;0,029346;0,04981;0,211047;0,007161;0,009644;0,15407;0,015561;0,007463;0,037563;0,190305;0,086332;0,090215;0,013873;0,407341;0,006558;0,007072;0,008669;0,006247;0,006854;0,019449;0,021462;0,045637;0,031035;0,006958;0,007681;0,019613;0,013405;0,008041;0,006098;0,008068;0,034751;0,455995;0,008718;0,009923;0,055455;0,449698;0,807311;0,766291;0,606209;0,722546;0,723836;0,649793;0,873863;0,735282;0,163009;1;0,544194;0,606694;0,616083;0,647134;0,573146;0,002349;0,001122;0,000783;0,000222;0,007828;0,000993;0,012312;0,018808;0,012469;0,011905;0,002556;0,011526;0,003891;0,001059;0,003957;0,004665;0,00609;0,009769;0,007035;0,007416;0,020054;0,004715;0;0,007571;0,014246;0,006986;0,01183;0,121149;0,008112;0,011495;0,009232;0,008726;0,161343;0,004833;0,004001;0,007417;0,002638;0,007462;0,002092;0,001528;0,003921;0,013495;0,004373;0,006342;0,000504;0,001781;0,001907;0,002178;0,01072;0,000737;0,000655;0,002467;0,001246;0,013578;0,002453;0,000895;0,005945;0,003703;0,010562;0,007266;0,025044;0,001756;0,001198;0,024543;0,00008;0,002294;0,001534;0,000162;0,002545;0,017448;0;0,117137;0,003053;0,000793;0,002183;0,016766;0,00261;0,001294;0,003056;0,001219;0,001635;0,033629;0,006093;0,000308;0,0262;0;0,057006;0,037764;0,00461;0,024563;0,005063;0,036542;0;0;0,028053;0,000112;0,101452;0,214981;0,011677;0,190174;0,10366;0,144467;0,078885;0,169364;0,100929;0,131094;0,168752;0,038006;0,263344;0,168823;0,041229;0,071666;0,21751;0,214427;0,093753;0,162871;0,13304;0,251025;0,394301;0,284872;0,201327;0,408882;0,106066;0,263753;0,205039;0,229982;0,108884;0,200882;0;0;0;0;0;0;0;0;0;0;0;0;0,00099;0;0;0
